the_geom,GEOID20,COUNCIL_DI,Total Population 2020,Total Hispanic Pop 2020,Total NH White 2020,Total NH Black 2020,Total NH AM Indian AK Native 2020,Total NH Asian 2020,Total NH Native Hawaiian 2020,Total NH Other Races 2020,Total NH Two or More Races 2020,Total Housing Units 2020,Occupied Housing Units 2020,Vacant Housing Units 2020,GEOID20_1,Total City Sponsored Affordable Units,Total Citywide Affordable Units,TRACTCE10,GEOID10,NAME10,GeoIDNum,GEOID_1,GEOID1,NAME_1,GENTRIFICATION Typology,VULNERABLE Pop,DEMOGRAPHIC Change,HOUSING_MARKET,DISPLACEMENT RISK,DESCRIPTION,FIPS,Geographic,Total_Population_2019,White (Not Hispanic)_2019,POC%_2019,White (Not Hispanic)%_2019,Population 25 and older_2019,Education: Less than HS_2019,Education: HS Graduate_2019,Education: Some College_2019,Education: Bachelors_2019,Percent without Bachelors_2019,Percent with Bachelors_2019,Pop under 18 for whom poverty is determined_2019,Population below poverty_2019,Percent Child Poverty_2019,Occupied Housing Units_2019,Owner Occupied Housing Units_2019,Renter Occupied Housing Units_2019,Percent Renter Occupied Units_2019,Percent Owner Occupied Units_2019,Sum of Lowmoduniverse_2019,Sum of Lowmod_2019,Percent Lowmod_2019,Median Family Income_2019,Median Home Value_2019,Median Gross Rent_2019,Quadrant_2019,Percent severely rent burdened_2019
"MULTIPOLYGON (((-97.76387662922718 30.231442207879983, -97.76182862882955 30.230405207779615, -97.761841629098 30.230314207492164, -97.76188362886678 30.230280207931305, -97.76190362896148 30.230256207607923, -97.76193562892274 30.230150207549833, -97.76196362903889 30.229996207768558, -97.7620006289591 30.229850208299656, -97.76204762937931 30.22953020745581, -97.76206462934478 30.229456208043914, -97.762090628699 30.229402208184656, -97.76211462943921 30.229376207362918, -97.76215462888642 30.229309207069974, -97.76221662839471 30.229226207852697, -97.76224462926481 30.229199207212325, -97.76232762898373 30.229084207695976, -97.76235962886042 30.229027207061524, -97.76238062884005 30.2289552080788, -97.76250062938986 30.228747206674928, -97.76253962944139 30.228695207387705, -97.76292962894617 30.228879206630648, -97.76359062978277 30.229218206874233, -97.76296862993031 30.230151207055137, -97.76332362971938 30.230322207389133, -97.7639236294492 30.229375207502695, -97.76453263026329 30.229648207733987, -97.76680963016375 30.230734207572365, -97.76600563029146 30.232016208468213, -97.76574163036692 30.232415207668883, -97.76387662922718 30.231442207879983)))",484530013081000,3,449,95,312,18,0,14,0,0,10,334,303,31,484530013081000,0,0,001308,48453001308,13.08,48453001308,48453001308,48453001308,Dawson,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001308,14000US48453001308,3054,2040,0.31,0.667976424361,2559,118,345,565,1531,0.40,0.60,225,0,0.00,1666,534,1132,0.68,0.32,2780,1550,0.56,94659,370200,1426,South,0.16
"MULTIPOLYGON (((-97.6791886118003 30.2920292220721, -97.67959761151651 30.292227223013416, -97.67936961108285 30.29256922362056, -97.67897761141012 30.2923622229479, -97.6791886118003 30.2920292220721)))",484530021072012,1,0,0,0,0,0,0,0,0,0,0,0,0,484530021072012,0,0,002107,48453002107,21.07,48453002107,48453002107,48453002107,MLK North,Dynamic,YES,YES,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002107,14000US48453002107,4988,1656,0.00,0.331996792302,3517,658,913,738,1208,0.66,0.34,1147,149,0.13,1594,895,699,0.44,0.56,4155,3150,0.76,61932,280900,1070,Northeast,0.27
"MULTIPOLYGON (((-97.75463962452535 30.177689196887133, -97.75441862494822 30.178099197061215, -97.75448762520736 30.178335197168423, -97.75459862499126 30.1785291978281, -97.75407262429029 30.178755197985293, -97.75391162436057 30.17860919777992, -97.7533646236695 30.178326198214805, -97.75379362397551 30.17743519704918, -97.75463962452535 30.177689196887133)))",484530024422006,2,65,46,15,2,0,0,0,0,2,28,22,6,484530024422006,0,0,002427,48453002427,24.27,48453002427,48453002427,48453002427,Bluff Springs,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002427,14000US48453002427,8046,945,0.77,0.11744966443,4851,1912,962,1207,770,0.84,0.16,2188,481,0.22,2593,1329,1264,0.49,0.51,8260,5750,0.70,57867,156500,1239,Southeast,0.38
"MULTIPOLYGON (((-97.77845863253378 30.2349332083444, -97.7778896333612 30.2345222074325, -97.77771163295816 30.233699207233705, -97.7776146334386 30.233252207122057, -97.7777106335699 30.23323820813931, -97.77784063276148 30.2332202079174, -97.77790563306752 30.233216207144874, -97.77796263282443 30.233225208148177, -97.77826363313653 30.233313207793913, -97.77840763351873 30.233368207066388, -97.77865863312336 30.233452207247336, -97.77881563343995 30.233510207521913, -97.77908763305626 30.2335922074117, -97.77917563349105 30.233612208299217, -97.77930663378906 30.233627207694813, -97.77950263372006 30.233660207824613, -97.77962863262782 30.233675207328805, -97.78012863335724 30.233682207198875, -97.78016163324105 30.233677207368693, -97.78019363374351 30.23366020734599, -97.78022163409149 30.23361220826979, -97.78029463382319 30.233490207146897, -97.78032463360825 30.233453207629196, -97.78036463374956 30.233424207186133, -97.78039463308644 30.23341320744057, -97.78044263394368 30.233404206915637, -97.7806996345018 30.23340520705826, -97.78093763366749 30.23337920744744, -97.78103763352007 30.233378207976948, -97.77985863380121 30.23468320779396, -97.77933763317317 30.23534320832332, -97.77845863253378 30.2349332083444)))",484530020061000,5,126,41,67,1,0,4,0,0,13,61,48,13,484530020061000,2,0,002005,48453002005,20.05,48453002005,48453002005,48453002005,South Lamar,Late,YES,YES,Appreciated,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002005,14000US48453002005,5560,3174,0.47,0.570863309353,4353,637,303,1055,2358,0.46,0.54,642,248,0.39,2756,698,2058,0.75,0.25,4820,3160,0.66,110811,381100,1359,South,0.20
"MULTIPOLYGON (((-97.69634961262332 30.226340209548756, -97.6963106131355 30.226307209013235, -97.69658961222208 30.226065209162567, -97.69697261315592 30.225719208288147, -97.69769061273864 30.225086208924186, -97.69812261319323 30.224701209403527, -97.69992561326325 30.22567220902126, -97.69909761376718 30.226804209357077, -97.69890661340341 30.227064209175694, -97.69675961295597 30.225955208956318, -97.69634961262332 30.226340209548756)))",484530023213012,3,27,18,7,0,0,1,0,0,1,12,12,0,484530023213012,0,0,002312,48453002312,23.12,48453002312,48453002312,48453002312,Montopolis,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002312,14000US48453002312,8590,1731,0.74,0.20151338766,5109,1902,1484,803,920,0.82,0.18,2654,807,0.30,2676,1080,1596,0.60,0.40,7480,6155,0.82,36653,155500,1158,Southeast,0.32
"MULTIPOLYGON (((-97.75251662825796 30.248585211724617, -97.75291862734903 30.24764421140698, -97.75292562730989 30.24752321079639, -97.7539956283439 30.24783121184748, -97.75357662761233 30.248868211124886, -97.75251662825796 30.248585211724617)))",484530013122009,9,33,12,18,0,0,0,0,0,3,19,19,0,484530013122009,0,0,001305,48453001305,13.05,48453001305,48453001305,48453001305,Bouldin Creek,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001305,14000US48453001305,5644,3944,0.45,0.698795180723,4645,110,453,711,3371,0.27,0.73,703,205,0.29,2970,1321,1649,0.56,0.44,5730,2695,0.47,123214,600900,1494,South,0.19
"MULTIPOLYGON (((-97.71231962232102 30.357204233644527, -97.71151362239667 30.35680823343554, -97.71256062309847 30.35520623421248, -97.71381262269497 30.35580723452965, -97.71394062339583 30.35585523360719, -97.71408462256895 30.355865233733137, -97.714249623109 30.35584423369713, -97.71507662349278 30.355648233842967, -97.71523562293436 30.3556152341921, -97.71562762281906 30.356985233807478, -97.71548662331793 30.357015233835217, -97.71560662330366 30.357441234181383, -97.71503262349393 30.35756423429674, -97.7145736229616 30.35767523453753, -97.7140576233081 30.357783233684042, -97.71369762339467 30.357817234693105, -97.71352462271763 30.357783233871377, -97.71231962232102 30.357204233644527)))",484530401001006,4,225,82,95,23,0,16,0,0,9,137,137,0,484530401001006,0,0,001805,48453001805,18.05,48453001805,48453001805,48453001805,Lanier,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001805,14000US48453001805,4632,1134,0.58,0.24481865285,3260,861,914,726,759,0.77,0.23,954,327,0.34,1796,563,1233,0.69,0.31,5015,4170,0.83,46875,165700,924,North,0.28
"MULTIPOLYGON (((-97.70677462184746 30.366614237043773, -97.70732662185365 30.36574423604094, -97.70746262208898 30.365800235798755, -97.70764062192892 30.365901235607655, -97.7077516223735 30.365992236263455, -97.70788862215171 30.36612323612443, -97.70801762193894 30.366255236119642, -97.70809762128538 30.366340236522426, -97.70819362179883 30.366415236041504, -97.70827162175446 30.366453236068747, -97.70794562216042 30.366976236576296, -97.70791162229717 30.367025236811838, -97.70784962212711 30.367064237005337, -97.7077956223893 30.36707723631578, -97.70774362277965 30.367077236645724, -97.70768462233546 30.367056236656506, -97.70677462184746 30.366614237043773)))",484530407001006,4,45,24,17,2,0,0,0,0,2,8,8,0,484530407001006,0,0,001820,48453001820,18.20,48453001820,48453001820,48453001820,Rundberg East,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001820,14000US48453001820,7713,1215,0.62,0.157526254376,4531,1388,1327,1054,762,0.83,0.17,2329,1173,0.50,2956,494,2462,0.83,0.17,6920,5310,0.77,31726,192400,952,North,0.33
"MULTIPOLYGON (((-97.71244261703008 30.22982120948082, -97.71292161664661 30.23007320943193, -97.71278761670825 30.230125209501164, -97.71272961665066 30.23014720855249, -97.71258161670339 30.230414209665152, -97.71264261628436 30.23057520889113, -97.71218161676488 30.230656209433306, -97.71220461663387 30.230150209362197, -97.71244261703008 30.22982120948082)))",484530023254003,3,25,13,9,2,0,0,0,0,1,10,10,0,484530023254003,0,0,002318,48453002318,23.18,48453002318,48453002318,48453002318,Pleasant Valley South,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002318,14000US48453002318,7215,1299,0.64,0.180041580042,3824,932,754,1138,1000,0.74,0.26,1492,158,0.11,2682,609,2073,0.77,0.23,10290,8985,0.87,54661,207500,924,Southeast,0.23
"MULTIPOLYGON (((-97.73226061929333 30.197693202236394, -97.73303662091435 30.198091201792163, -97.73335261987974 30.198411202158074, -97.73334362035177 30.19880420248329, -97.73309861965045 30.199267202497776, -97.73295562051361 30.19941820216236, -97.73279462048828 30.199535202316934, -97.73254962093031 30.199651202639576, -97.7323066197435 30.19971020267214, -97.73205462026141 30.199746202006352, -97.73192861989097 30.199251202579866, -97.73191361968863 30.199113202758447, -97.73190861953375 30.19894320254781, -97.73191361943007 30.19876720193455, -97.73200561911897 30.198172202123363, -97.73226061929333 30.197693202236394)))",484530024472029,2,83,71,9,2,0,1,0,0,0,25,20,5,484530024472029,0,0,002431,48453002431,24.31,48453002431,48453002431,48453002431,Mckinney,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002431,14000US48453002431,9899,1762,0.89,0.177997777553,5958,1655,1472,1009,1822,0.69,0.31,3092,814,0.26,2666,1798,868,0.33,0.67,8165,4925,0.60,63689,201300,1028,Southeast,0.24
"MULTIPOLYGON (((-97.68558961376341 30.30052522429447, -97.68591561379135 30.300157224062854, -97.68619761330433 30.300416223739028, -97.68650861273949 30.300917223896366, -97.68659461314094 30.301717224008808, -97.68659761422782 30.302512224761443, -97.68660461279026 30.303318224774177, -97.68666061400971 30.30414722522088, -97.68710861386099 30.304964225310883, -97.68839461458793 30.305646225145697, -97.68904461399211 30.30599822521157, -97.6890236135296 30.306031225097108, -97.68894761382519 30.306155225195496, -97.68886061497946 30.30627422578456, -97.68880261482137 30.306329225082216, -97.68876261459987 30.306349225252042, -97.68871861455415 30.306355225881777, -97.68866061443175 30.306347225474017, -97.68854361477834 30.306297225819993, -97.68846561412686 30.306255225227847, -97.68827661458228 30.306141225492368, -97.68810361418195 30.30604422572787, -97.68795561374701 30.30597522466796, -97.68775961431612 30.30589722528325, -97.68746661406033 30.305739224781327, -97.68711161428416 30.305568224783997, -97.68698361397573 30.305517225056157, -97.68694161344554 30.30549222536585, -97.68683561456847 30.305398225049696, -97.6866236137627 30.305249224734077, -97.68636661374447 30.30496422500421, -97.68628761429261 30.304859224407775, -97.68615361450074 30.304708224643793, -97.6860936143957 30.3046532250313, -97.68606861375906 30.3046142250917, -97.6860606138059 30.304584224425682, -97.68606361339025 30.304546224167158, -97.68607961371879 30.304507224602887, -97.68611561383129 30.304448224122147, -97.6861286139717 30.304369224388996, -97.68612261318867 30.304322224955875, -97.68610961356188 30.304299224370634, -97.68606461310279 30.30424622463049, -97.68604061357948 30.30419522419547, -97.68603661405217 30.3041632244176, -97.6860546140849 30.30405022527961, -97.68605861277132 30.303928224739884, -97.6860466135149 30.30385522460149, -97.68602961331294 30.30378722489185, -97.68599561342394 30.303679224627764, -97.68598961335957 30.303612224519604, -97.6860056128701 30.30351422451632, -97.686043612925 30.30342222476715, -97.6860646134045 30.303324224275006, -97.68606861337715 30.303270225185692, -97.68606461390789 30.303103224188405, -97.686044613024 30.30284622486475, -97.68603161326021 30.30277122429742, -97.68603061323556 30.302725225084625, -97.68605761353918 30.30250122466107, -97.6860576142472 30.302433225065116, -97.68604461310935 30.30235122490977, -97.68604561348938 30.302023224470744, -97.68605561389181 30.301622224483967, -97.68606361319034 30.30148922387629, -97.68606061334852 30.301422224383334, -97.68600961371871 30.301100224419987, -97.68598861319985 30.301046224221675, -97.6858496128348 30.300835224304564, -97.685660613176 30.30060122449678, -97.68558961376341 30.30052522429447)))",484530021062002,1,90,33,46,8,0,0,0,3,0,34,34,0,484530021062002,0,0,002106,48453002106,21.06,48453002106,48453002106,48453002106,Windsor Park East,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453002106,14000US48453002106,3087,1237,0.49,0.400712666019,2306,238,318,603,1147,0.50,0.50,597,111,0.19,1157,815,342,0.30,0.70,3000,1615,0.54,106942,349300,1311,Northeast,0.18
"MULTIPOLYGON (((-97.76969163075027 30.219515205920548, -97.77069663022644 30.21791020486363, -97.77143163061507 30.218268205411125, -97.77127263072474 30.218999204901245, -97.7706426303897 30.219980205535155, -97.76969163075027 30.219515205920548)))",484530020032008,3,51,12,39,0,0,0,0,0,0,19,19,0,484530020032008,0,0,002003,48453002003,20.03,48453002003,48453002003,48453002003,West Congress,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002003,14000US48453002003,4175,1796,0.24,0.430179640719,2802,361,571,1020,850,0.70,0.30,977,128,0.13,1538,630,908,0.59,0.41,4115,2535,0.62,46774,275100,984,South,0.28
"MULTIPOLYGON (((-97.74192962338155 30.19878520283344, -97.74118462234293 30.198446201819912, -97.73978762118243 30.197760201489103, -97.74020862249836 30.197073201856977, -97.74320262214675 30.19852120230567, -97.74277062252132 30.199191201978103, -97.74192962338155 30.19878520283344)))",484530024131002,2,127,102,17,1,0,0,0,1,6,34,34,0,484530024131002,0,0,002413,48453002413,24.13,48453002413,48453002413,48453002413,Frankline Park East,Stable,YES,NO,Stable,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002413,14000US48453002413,5045,628,0.87,0.124479682854,2853,1105,874,647,227,0.92,0.08,1822,1135,0.62,1374,417,957,0.70,0.30,4945,3955,0.80,42556,131500,1101,Southeast,0.37
"MULTIPOLYGON (((-97.72454061991053 30.23088620893546, -97.72481661917634 30.230415209367724, -97.72487161950954 30.230378209137953, -97.72661061999192 30.22761320764381, -97.72665462067646 30.227561208790327, -97.72670962020584 30.22746820848228, -97.72684761976345 30.227354208812535, -97.72697162037473 30.227280208268642, -97.72713762003755 30.227196208868875, -97.72778362056675 30.227467208211372, -97.72766362039172 30.227472208552985, -97.72635061992453 30.229608208279174, -97.7263776203449 30.22972020881032, -97.72625762007769 30.22975620875396, -97.72536361954748 30.231149209345322, -97.72537261992154 30.23124220843448, -97.72454061991053 30.23088620893546)))",484530023141004,3,267,55,114,63,4,19,0,0,12,180,164,16,484530023141004,0,0,002314,48453002314,23.14,48453002314,48453002314,48453002314,East Riverside - Oltorf,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002314,14000US48453002314,5392,1815,0.57,0.336609792285,3572,706,752,709,1405,0.61,0.39,777,374,0.48,2420,209,2211,0.91,0.09,4855,4415,0.91,57023,283500,1219,Southeast,0.21
